target,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,directional_accuracy_mean,directional_accuracy_std,hit_rate_mean,hit_rate_std,pearson_mean,pearson_std,spearman_mean,spearman_std,n_folds,n_samples,model
y_GLD,0.0089055786002191,0.003299560012764,0.0118340634591337,0.0054846174400388,-0.0624501117691689,0.0562524913484095,0.5094850551731891,0.0564566046147347,0.5094850551731891,0.0564566046147347,-0.0249793322674616,0.116468920251939,-0.0195732215151728,0.147638723799628,25,823,rf
y_TLT,0.0059576254610374,0.0011290773382934,0.0073534076106645,0.0014285458866809,-0.0517798494589755,0.0939568863622855,0.5424672029053368,0.069886566280496,0.5424672029053368,0.069886566280496,0.1017156238981185,0.1538661847816795,0.0997772820211116,0.1495292653218849,25,823,rf
y_UUP,0.003486805395225,0.0006429234313537,0.0044740959689597,0.0009887230463297,-0.0788509635620297,0.116996408192762,0.5139594506191869,0.0995426070436737,0.5139594506191869,0.0995426070436737,0.035414210616833,0.2012219047640213,0.0145664229411889,0.2410499829429548,25,823,rf
y_XLB,0.0091659689885713,0.0024185841456706,0.0118517831918983,0.0045461904411074,-0.1712212201771971,0.1116021859553533,0.3986669503728327,0.0752162610540247,0.3986669503728327,0.0752162610540247,-0.1624851228696115,0.171464363066687,-0.1812660582812193,0.1840863465170955,25,823,rf
y_XLC,0.0077430292225593,0.0030505909090239,0.0102856877677283,0.0049028747731567,-0.1238277317171443,0.1316367357250769,0.5531779060612732,0.0824123921960412,0.5531779060612732,0.0824123921960412,0.0692265516526088,0.1571562116022096,0.0556291204875548,0.1623079546837722,25,823,rf
y_XLE,0.0110924063206761,0.0032056571713676,0.0147487655867738,0.0059985738676003,-0.0968412428455062,0.1192699299992048,0.5069244536283076,0.0834597745150445,0.5069244536283076,0.0834597745150445,0.0176796806324355,0.168452374389023,0.0494293655505073,0.1808745239666287,25,823,rf
y_XLF,0.0082975402144682,0.0022978704032786,0.0114935552814725,0.0044336616054261,-0.1171653846289315,0.1077078038555655,0.469504277511884,0.0881515891680733,0.469504277511884,0.0881515891680733,0.0142353052978062,0.1071920240163951,-0.0149141503703992,0.1440987778980414,25,823,rf
y_XLI,0.0081974643676435,0.0027390069497462,0.0108421389079392,0.0047843981738359,-0.1095919030418558,0.08162488694235,0.4473913378948876,0.0786018293891047,0.4473913378948876,0.0786018293891047,-0.0704165529326268,0.1216738942247642,-0.0746139831148681,0.1169173452161716,25,823,rf
y_XLK,0.011500250246694,0.0041810502007306,0.0154744289467148,0.0069855835533505,-0.0823255394708543,0.0885782605420249,0.4680253546992897,0.072708701460627,0.4680253546992897,0.072708701460627,-0.0540753571777249,0.2004624663523888,-0.0540425639259121,0.1851774115158138,25,823,rf
y_XLP,0.006644234900734,0.0016825994914574,0.0082439815105862,0.002436495556776,-0.0947026088829198,0.0935929484234033,0.4792203294150555,0.0978665089401973,0.4792203294150555,0.0978665089401973,-0.0032822599902382,0.1313428455011849,-0.0030550794272574,0.1576272550227468,25,823,rf
