model,target,strategy,threshold,cost_bps,n_obs,active_rate,hit_rate,cum_return,mean_ret,std_ret,sharpe
rf,y_XLRE,long_short,0.002,1.0,823,0.3560145808019441,0.2150668286755771,0.628290006381589,0.0006141916925659,0.0065932337189704,1.4787873857791662
rf,y_XLRE,long_flat,0.003,1.0,823,0.0911300121506683,0.0765492102065613,0.1452772930117785,0.0001679252339004,0.0024882748494666,1.0713167185246446
rf,y_XLRE,long_short,0.003,1.0,823,0.1846901579586877,0.1190765492102065,0.1028240376634088,0.0001285402357488,0.0043971267356498,0.4640559861507576
rf,y_XLRE,long_flat,0.005,1.0,823,0.0303766707168894,0.0364520048602673,-0.0124248547269032,-1.3930561935987489e-05,0.0015850693217071,-0.1395149171128099
rf,y_XLRE,long_short,0.005,1.0,823,0.0558930741190765,0.0558930741190765,0.1182924713704769,0.0001390855642798,0.0025550030746971,0.8641535136014593
rf,y_XLU,long_flat,0.0,1.0,823,0.5625759416767923,0.3013365735115431,0.5391186240047419,0.0005478097402911,0.0068965527421522,1.260950268441113
rf,y_XLU,long_short,0.0,1.0,823,1.0,0.5006075334143378,0.1582215235955517,0.0002307741370272,0.0102418266594247,0.3576926241205556
rf,y_XLU,long_flat,0.0005,1.0,823,0.4544349939246658,0.2466585662211421,0.2554053063674402,0.0002945645921267,0.0060262623158464,0.7759482893034793
rf,y_XLU,long_short,0.0005,1.0,823,0.795868772782503,0.402187120291616,-0.0184183605143788,1.855228809636216e-05,0.0090855756748867,0.03241494582883
rf,y_XLU,long_flat,0.001,1.0,823,0.3596597812879708,0.1907654921020656,0.0127862761543351,2.9794428533172604e-05,0.0053570591084003,0.0882894663944824
rf,y_XLU,long_short,0.001,1.0,823,0.606318347509113,0.2964763061968408,-0.1296157254471576,-0.0001360241677605,0.0080992634956415,-0.2666065528422348
rf,y_XLU,long_flat,0.002,1.0,823,0.2077764277035237,0.1105710814094775,-0.0313130202642493,-3.0814022276293854e-05,0.0039569298228049,-0.1236204484094985
rf,y_XLU,long_short,0.002,1.0,823,0.3353584447144593,0.1652490886998785,0.0021343944191449,2.159250566692093e-05,0.006194731870118,0.0553325645485967
rf,y_XLU,long_flat,0.003,1.0,823,0.094775212636695,0.0534629404617253,0.009983849409886,1.534472093519408e-05,0.0025607483483279,0.0951244948970908
rf,y_XLU,long_short,0.003,1.0,823,0.1433778857837181,0.0777642770352369,0.0636580719397788,8.05071823510038e-05,0.0033267639392962,0.38416068072508
rf,y_XLU,long_flat,0.005,1.0,823,0.031591737545565,0.0255164034021871,0.051556623370276,6.227592791287388e-05,0.0015472018683712,0.638959742583707
rf,y_XLU,long_short,0.005,1.0,823,0.0352369380315917,0.0279465370595382,0.0533317242394855,6.439415075174169e-05,0.0015910251136313,0.6424948568691935
rf,y_XLV,long_flat,0.0,1.0,823,0.56865127582017,0.2393681652490887,-0.5190925690055602,-0.000864320266112,0.0070327242101711,-1.950973542177307
rf,y_XLV,long_short,0.0,1.0,823,1.0,0.4143377885783718,-0.7427449539908036,-0.0015953793436968,0.0102907528459522,-2.461031016924111
rf,y_XLV,long_flat,0.0005,1.0,823,0.4507897934386391,0.1944106925880923,-0.3811196379195811,-0.0005632495760934,0.0062555435772169,-1.429341785580437
rf,y_XLV,long_short,0.0005,1.0,823,0.7667071688942891,0.3159173754556501,-0.6139072048861667,-0.0011149281084993,0.0090315795446566,-1.959672163802196
rf,y_XLV,long_flat,0.001,1.0,823,0.3268529769137303,0.1421628189550425,-0.3298975458132779,-0.000471849082747,0.0053659260163665,-1.3959141354111215
rf,y_XLV,long_short,0.001,1.0,823,0.5479951397326853,0.2199270959902794,-0.4777438247813302,-0.0007621250991583,0.0073475873889207,-1.6465759767624868
rf,y_XLV,long_flat,0.002,1.0,823,0.1445929526123937,0.0607533414337788,-0.2490827913962039,-0.0003415092456563,0.0035940718847237,-1.5083981012338312
rf,y_XLV,long_short,0.002,1.0,823,0.2247873633049817,0.0899149453219927,-0.342795982420822,-0.0005015460283156,0.0040782832385375,-1.9522421338020888
rf,y_XLV,long_flat,0.003,1.0,823,0.0522478736330498,0.0267314702308626,-0.1228435266358359,-0.0001558860991084,0.0025803553220433,-0.9590210640439156
rf,y_XLV,long_short,0.003,1.0,823,0.0789793438639125,0.0364520048602673,-0.1706547167207147,-0.0002230272060189,0.0029236800082469,-1.2109557565734943
rf,y_XLV,long_flat,0.005,1.0,823,0.0060753341433778,0.0072904009720534,-0.0281510990206881,-3.354617386466925e-05,0.0015047430948143,-0.3539002788828848
rf,y_XLV,long_short,0.005,1.0,823,0.0060753341433778,0.0072904009720534,-0.0281510990206881,-3.354617386466925e-05,0.0015047430948143,-0.3539002788828848
rf,y_XLY,long_flat,0.0,1.0,823,0.4702308626974483,0.2454434993924666,0.0348088218521482,8.369836813318574e-05,0.0091467311862496,0.1452617745377127
