model,target,fold_id,n_samples,mae,rmse,r2,directional_accuracy,hit_rate,pearson,spearman
knn,y_BTC-USD,15,60,0.013975093544515498,0.01736384328652299,-0.21758110370402828,0.43333333333333335,0.43333333333333335,0.04045386747364984,0.008669074742984164
knn,y_BTC-USD,16,60,0.012485473943725161,0.01579625236847167,-0.17732354591496247,0.48333333333333334,0.48333333333333334,0.0828442884630994,0.08113364823562103
knn,y_BTC-USD,17,60,0.014228394993502192,0.01845746268214031,0.06889554111425922,0.55,0.55,0.2855430558055332,0.27235343150875246
knn,y_BTC-USD,18,60,0.013936466313063146,0.018380359909640775,-0.03285086211135657,0.6,0.6,0.1875119455952141,0.23489858293970553
knn,y_BTC-USD,19,60,0.019052774996778755,0.023192862479727183,-0.04069407416535675,0.5166666666666667,0.5166666666666667,0.14754027656792085,0.08702417338149487
knn,y_BTC-USD,20,60,0.019159841396349454,0.024153902125202072,-0.1879514987552977,0.5,0.5,0.030519650012431863,0.02195054181717144
knn,y_BTC-USD,21,60,0.018329367765941237,0.023088750861153768,-0.13458716401631654,0.5166666666666667,0.5166666666666667,0.07721586633481162,-0.0035009724923589893
knn,y_BTC-USD,22,60,0.015593840110055457,0.021033538167839195,-0.23728892247905953,0.5833333333333334,0.5833333333333334,-0.04019042959302547,0.006557377049180329
knn,y_BTC-USD,23,60,0.02111595164867415,0.033155563889154034,-0.0987522707818913,0.5166666666666667,0.5166666666666667,-0.01761374958243928,0.0029452625729369276
knn,y_BTC-USD,24,60,0.026018720678941,0.03716988483747817,-0.11084968784514615,0.48333333333333334,0.48333333333333334,-0.08843730091569423,-0.0737982772992498
knn,y_XLK,0,35,0.014049886553369452,0.017241686166696246,-0.21562991797570197,0.37142857142857144,0.37142857142857144,0.09430146657317116,0.09831932773109245
knn,y_XLK,1,35,0.0109524588853254,0.01390701217290755,-0.15572076141038527,0.4,0.4,-0.03520548810674264,-0.12156862745098039
knn,y_XLK,2,37,0.01216077128223099,0.015328059563983863,-0.2816195341181005,0.32432432432432434,0.32432432432432434,-0.39170776942551827,-0.3992413466097676
knn,y_XLK,3,34,0.010726144672522184,0.014207599522969691,-0.26562449009876765,0.38235294117647056,0.38235294117647056,-0.3415803617935361,-0.27303284950343776
knn,y_XLK,4,32,0.011801090287597824,0.01541886177529977,-0.21145157705672002,0.28125,0.28125,-0.3658074731836799,-0.3643695014662756
knn,y_XLK,5,28,0.009690085262871443,0.012239269319991818,0.008759928851873378,0.42857142857142855,0.42857142857142855,0.22507850820136002,0.22386425834701695
knn,y_XLK,6,29,0.011210691028002099,0.01422891158926282,-0.10043996581332393,0.4827586206896552,0.4827586206896552,0.0708168934095341,0.1364532019704433
knn,y_XLK,7,30,0.011206987442209016,0.014859089549586233,-0.08915843793813072,0.5666666666666667,0.5666666666666667,0.06174067864166152,0.12791991101223582
knn,y_XLK,8,34,0.012680983605265641,0.016423898992339585,-0.1727864994300985,0.5588235294117647,0.5588235294117647,-0.1988855672012792,-0.11168831168831168
knn,y_XLK,9,35,0.02105927986939183,0.033082281586296794,-0.037891262514036184,0.5714285714285714,0.5714285714285714,-0.13141236515991123,-0.13753501400560225
knn,y_XLK,10,35,0.023357543984658693,0.03410344957340417,-0.03661446339692587,0.45714285714285713,0.45714285714285713,-0.12618413889615235,-0.18459383753501402
knn,y_XLK,11,35,0.021415280429659653,0.033172848664014584,-0.03051550464053876,0.42857142857142855,0.42857142857142855,-0.04836985318542688,-0.09775910364145657
knn,y_XLK,12,34,0.010737570709972399,0.014783734557862301,-0.19000931466326465,0.5,0.5,0.03982905683203882,0.030710466004583648
knn,y_XLK,13,35,0.00767010657624408,0.009554716378976626,-0.3289102720904773,0.45714285714285713,0.45714285714285713,0.09111116331355111,0.11176470588235295
knn,y_XLK,14,34,0.006800545884752852,0.008601866149711469,-0.1378324616527078,0.5,0.5,0.13579631493200303,0.11871657754010695
knn,y_XLK,15,34,0.007421076091988789,0.008969689504654746,-0.047019876189980714,0.4411764705882353,0.4411764705882353,0.16810919163950994,0.11168831168831168
knn,y_XLK,16,33,0.007221618513841156,0.009024397688815683,0.07337271275469359,0.6363636363636364,0.6363636363636364,0.312433946741644,0.30314171122994654
knn,y_XLK,17,33,0.008549716579149581,0.011473813926419248,-0.058636452638933356,0.48484848484848486,0.48484848484848486,0.058201526539506866,0.016711229946524065
knn,y_XLK,18,34,0.008127491255222035,0.011093075723482176,-0.01520336255113608,0.5882352941176471,0.5882352941176471,0.1437050514944407,0.10313216195569137
knn,y_XLK,19,35,0.010516166411334031,0.013968877348738702,-0.10669673094547893,0.4857142857142857,0.4857142857142857,0.03235400202586099,-0.04089635854341737
knn,y_XLK,20,34,0.010213974843303228,0.013034050621195918,-0.08819804633808381,0.47058823529411764,0.47058823529411764,0.027177942781666815,-0.057906799083269664
knn,y_XLK,21,29,0.011270809930162669,0.015033941230096165,-0.20697792244020952,0.4482758620689655,0.4482758620689655,-0.3036752885925949,-0.2793103448275862
knn,y_XLK,22,27,0.00901334582133312,0.012024051951689084,-0.16187863684331827,0.5925925925925926,0.5925925925925926,-0.21472429821991404,-0.16666666666666663
knn,y_XLK,23,29,0.012153606983903761,0.015615617568180399,-0.016394372128692103,0.7241379310344828,0.7241379310344828,0.10035977636997254,0.13103448275862067
knn,y_XLK,24,33,0.01334838622466635,0.01572872937572425,-0.06121497987526747,0.42424242424242425,0.42424242424242425,-0.040433653551705695,-0.0625
knn,y_XLF,0,35,0.008176725310823701,0.009827965361826525,-0.5987353286961419,0.3142857142857143,0.3142857142857143,0.07690533317815917,0.0876750700280112
knn,y_XLF,1,35,0.0065621845389918524,0.008433291375891811,-0.2027250786652437,0.42857142857142855,0.42857142857142855,0.12985936176572788,0.2081232492997199
knn,y_XLF,2,37,0.00795912326385567,0.013801911473919943,-0.26267000959638165,0.4594594594594595,0.4594594594594595,-0.16469720116387881,0.09909909909909909
knn,y_XLF,3,34,0.007919474350944096,0.014075503886499812,-0.2546328413735477,0.5882352941176471,0.5882352941176471,-0.17191613457069002,0.09243697478991594
