model,avg_mae,avg_rmse,avg_r2,avg_directional_accuracy,avg_hit_rate,avg_pearson,avg_spearman,total_valid_samples
baseline_zero,0.008515615318901836,0.011358878598027262,-0.02773605568461824,0.007965417073158789,0.007965417073158789,,,13022
