model,target,fold_id,n_samples,mae,rmse,r2,directional_accuracy,hit_rate,pearson,spearman
ridge,y_UUP,0,35,0.010008704142247391,0.013762213655107415,-11.697070437788094,0.4857142857142857,0.4857142857142857,0.0183313399188331,0.006722689075630252
ridge,y_UUP,1,35,0.010208726539740148,0.013672604140540492,-15.930579916387089,0.5142857142857142,0.5142857142857142,0.005772335991796344,0.006722689075630252
ridge,y_UUP,2,37,0.015491180237702235,0.023383163588404275,-27.630447158088494,0.4864864864864865,0.4864864864864865,0.015046908554961585,0.0130393551446183
ridge,y_UUP,3,34,0.016404310444915967,0.024822301622627472,-29.148538459606446,0.4411764705882353,0.4411764705882353,-0.11384480468838531,-0.14499618029029793
ridge,y_UUP,4,32,0.017301481859181858,0.02581496110821182,-26.0734997379396,0.4375,0.4375,-0.10249662438171231,-0.14259530791788855
ridge,y_UUP,5,28,0.012018914972276718,0.01797547600787786,-18.47232777557452,0.4642857142857143,0.4642857142857143,-0.2938783977157759,-0.32129173508483855
ridge,y_UUP,6,29,0.013318254403736463,0.019198698305323756,-21.226843074336344,0.3793103448275862,0.3793103448275862,-0.2932228574846587,-0.32565587141953084
ridge,y_UUP,7,30,0.016148199969133335,0.02409975889145631,-30.727873789303047,0.4666666666666667,0.4666666666666667,-0.28363009049021837,-0.17799532872407722
ridge,y_UUP,8,34,0.01511904336777202,0.02206941663860264,-21.726021118978178,0.38235294117647056,0.38235294117647056,-0.3187610520348233,-0.2935064935064935
ridge,y_UUP,9,35,0.01225192836180837,0.01661289016977195,-5.643438606409574,0.5428571428571428,0.5428571428571428,-0.1866169897574374,-0.10112044817927171
ridge,y_UUP,10,35,0.007530847168483342,0.010022597881798583,-1.2040175018166597,0.6285714285714286,0.6285714285714286,0.1289818858265689,0.20728291316526612
ridge,y_UUP,11,35,0.00815157113339746,0.010467992105067324,-1.3289350382814584,0.5714285714285714,0.5714285714285714,0.13651591718606595,0.2187675070028011
ridge,y_UUP,12,34,0.0059717566073013775,0.007670508420752537,-1.3374435902176227,0.5,0.5,0.12001508687668351,0.16212086532149284
ridge,y_UUP,13,35,0.005645978021342642,0.006971691998990773,-1.459582765299177,0.5428571428571428,0.5428571428571428,0.22125915703041146,0.1913165266106443
ridge,y_UUP,14,34,0.005456038777684187,0.006557423816170489,-1.2058745210751844,0.4411764705882353,0.4411764705882353,0.22474784706840517,0.1874856755414436
ridge,y_UUP,15,34,0.005025878526545468,0.006037571954676138,-0.9578129929322425,0.5,0.5,0.18183537759401133,0.12575445066879226
ridge,y_UUP,16,33,0.006455418546111551,0.007852226166243302,-2.225368521855713,0.45454545454545453,0.45454545454545453,0.03644856813329077,-0.05063925813619015
ridge,y_UUP,17,33,0.010013867176530921,0.016142976474970212,-14.839156895829888,0.3939393939393939,0.3939393939393939,-0.3822940490879186,-0.4119662419330321
ridge,y_UUP,18,34,0.01062403809998449,0.016278162704399947,-18.86569097699377,0.3235294117647059,0.3235294117647059,-0.3935315139375735,-0.48070899368653763
ridge,y_UUP,19,35,0.009327164766449765,0.016228724896695978,-21.47226786029127,0.2857142857142857,0.2857142857142857,-0.47273436717485207,-0.5518207282913166
ridge,y_UUP,20,34,0.006728701133277639,0.008649584657506242,-7.735475099495645,0.35294117647058826,0.35294117647058826,-0.13285369526516733,-0.2904507257448434
ridge,y_UUP,21,29,0.006862545682061908,0.008940613674939748,-10.130308557451597,0.41379310344827586,0.41379310344827586,-0.1693460752918788,-0.15172413793103445
