model,avg_mae,avg_rmse,avg_r2,avg_directional_accuracy,avg_hit_rate,avg_pearson,avg_spearman,total_valid_samples
ridge,0.024864894562181335,0.03592320982659049,-14.2120861564722,0.4668571287377575,0.4668571287377575,-0.051778461852179866,-0.0750959857594981,13022
