model,avg_mae,avg_rmse,avg_r2,avg_directional_accuracy,avg_hit_rate,avg_pearson,avg_spearman,total_valid_samples
rf,0.00885512387293932,0.011686102667037379,-0.10194846166546538,0.4875965795445173,0.4875965795445173,-0.008257254990198222,-0.014296657946577649,13022
