model,avg_mae,avg_rmse,avg_r2,avg_directional_accuracy,avg_hit_rate,avg_pearson,avg_spearman,total_valid_samples
mlp,0.022888334470386944,0.03196254903350159,-13.452665375276625,0.4899658074264565,0.4899658074264565,-0.0027287502557656255,-0.006154830459252841,13022
