model,avg_mae,avg_rmse,avg_r2,avg_directional_accuracy,avg_hit_rate,avg_pearson,avg_spearman,total_valid_samples
baseline_last,0.011478527292843455,0.015199532313311953,-0.8004446507691156,0.34444464563656585,0.34444464563656585,-0.034014572336265,-0.05882885885768516,13022
