target,fold_id,model,directional_accuracy
y_TLT,23,rf,0.5172413793103449
y_TLT,23,ridge,0.4827586206896552
y_TLT,23,mlp,0.4137931034482758
y_TLT,23,knn,0.3793103448275862
y_TLT,23,baseline_last,0.2413793103448276
y_TLT,23,baseline_zero,0.0
y_TLT,24,rf,0.5151515151515151
y_TLT,24,mlp,0.5151515151515151
y_TLT,24,knn,0.4242424242424242
y_TLT,24,ridge,0.4242424242424242
y_TLT,24,baseline_last,0.3636363636363636
y_TLT,24,baseline_zero,0.0
y_UUP,0,mlp,0.7428571428571429
y_UUP,0,knn,0.6
y_UUP,0,rf,0.5714285714285714
y_UUP,0,ridge,0.4857142857142857
y_UUP,0,baseline_last,0.4
y_UUP,0,baseline_zero,0.0
y_UUP,1,knn,0.6285714285714286
y_UUP,1,ridge,0.5142857142857142
y_UUP,1,rf,0.4571428571428571
y_UUP,1,baseline_last,0.4
y_UUP,1,mlp,0.3428571428571428
y_UUP,1,baseline_zero,0.0285714285714285
y_UUP,2,knn,0.5675675675675675
y_UUP,2,ridge,0.4864864864864865
y_UUP,2,mlp,0.4864864864864865
y_UUP,2,rf,0.4594594594594595
y_UUP,2,baseline_last,0.3513513513513513
y_UUP,2,baseline_zero,0.027027027027027
y_UUP,3,knn,0.5
y_UUP,3,ridge,0.4411764705882353
y_UUP,3,rf,0.3823529411764705
y_UUP,3,mlp,0.3529411764705882
y_UUP,3,baseline_last,0.3235294117647059
y_UUP,3,baseline_zero,0.0294117647058823
y_UUP,4,rf,0.59375
y_UUP,4,knn,0.53125
y_UUP,4,mlp,0.5
y_UUP,4,ridge,0.4375
y_UUP,4,baseline_last,0.375
y_UUP,4,baseline_zero,0.0
y_UUP,5,rf,0.6071428571428571
y_UUP,5,knn,0.5
y_UUP,5,ridge,0.4642857142857143
y_UUP,5,mlp,0.4285714285714285
y_UUP,5,baseline_last,0.3928571428571428
y_UUP,5,baseline_zero,0.0357142857142857
y_UUP,6,rf,0.7241379310344828
y_UUP,6,mlp,0.6206896551724138
y_UUP,6,knn,0.5172413793103449
y_UUP,6,baseline_last,0.3793103448275862
y_UUP,6,ridge,0.3793103448275862
y_UUP,6,baseline_zero,0.0689655172413793
y_UUP,7,rf,0.6333333333333333
y_UUP,7,knn,0.5
y_UUP,7,ridge,0.4666666666666667
y_UUP,7,mlp,0.3666666666666666
y_UUP,7,baseline_last,0.3
y_UUP,7,baseline_zero,0.0666666666666666
y_UUP,8,mlp,0.5882352941176471
y_UUP,8,rf,0.5
y_UUP,8,knn,0.4411764705882353
y_UUP,8,baseline_last,0.3823529411764705
y_UUP,8,ridge,0.3823529411764705
y_UUP,8,baseline_zero,0.0294117647058823
y_UUP,9,rf,0.5714285714285714
y_UUP,9,ridge,0.5428571428571428
y_UUP,9,knn,0.5142857142857142
y_UUP,9,mlp,0.4571428571428571
y_UUP,9,baseline_last,0.3428571428571428
y_UUP,9,baseline_zero,0.0
y_UUP,10,ridge,0.6285714285714286
y_UUP,10,knn,0.5714285714285714
y_UUP,10,rf,0.5142857142857142
y_UUP,10,mlp,0.4
y_UUP,10,baseline_last,0.3428571428571428
y_UUP,10,baseline_zero,0.0
y_UUP,11,rf,0.6571428571428571
y_UUP,11,ridge,0.5714285714285714
y_UUP,11,knn,0.5142857142857142
y_UUP,11,mlp,0.4857142857142857
y_UUP,11,baseline_last,0.2285714285714285
y_UUP,11,baseline_zero,0.0
y_UUP,12,knn,0.5882352941176471
y_UUP,12,mlp,0.5294117647058824
y_UUP,12,ridge,0.5
y_UUP,12,rf,0.5
y_UUP,12,baseline_last,0.2352941176470588
y_UUP,12,baseline_zero,0.0
y_UUP,13,knn,0.5428571428571428
y_UUP,13,ridge,0.5428571428571428
y_UUP,13,rf,0.5428571428571428
y_UUP,13,mlp,0.5142857142857142
y_UUP,13,baseline_last,0.2
y_UUP,13,baseline_zero,0.0285714285714285
y_UUP,14,rf,0.5882352941176471
y_UUP,14,knn,0.5294117647058824
y_UUP,14,ridge,0.4411764705882353
y_UUP,14,mlp,0.4411764705882353
y_UUP,14,baseline_last,0.3235294117647059
y_UUP,14,baseline_zero,0.0588235294117647
y_UUP,15,rf,0.5882352941176471
y_UUP,15,mlp,0.5294117647058824
y_UUP,15,ridge,0.5
y_UUP,15,knn,0.3823529411764705
y_UUP,15,baseline_last,0.2647058823529412
y_UUP,15,baseline_zero,0.0588235294117647
