model,target,fold_id,n_samples,mae,rmse,r2,directional_accuracy,hit_rate,pearson,spearman
rf,y_BTC-USD,20,60,0.018819995235201607,0.023449691805900588,-0.11969150688528973,0.45,0.45,0.05045407095420511,0.05390386218393999
rf,y_BTC-USD,21,60,0.01740981036020829,0.022163699193760336,-0.045493857147398176,0.5833333333333334,0.5833333333333334,0.12320824236049005,0.12197832731314258
rf,y_BTC-USD,22,60,0.014159221537488635,0.01929144905115299,-0.04082126686794019,0.5166666666666667,0.5166666666666667,0.1051312291422632,0.04301194776326758
rf,y_BTC-USD,23,60,0.01941275874346658,0.03256812463932354,-0.06016253207002498,0.5666666666666667,0.5666666666666667,-0.05524440845470578,0.04873575993331482
rf,y_BTC-USD,24,60,0.024779984466456285,0.03580071515953694,-0.0305196343757852,0.45,0.45,0.011355121306472529,-0.12120033342595168
rf,y_XLK,0,35,0.012985825841742673,0.016635145708408048,-0.1316057013243035,0.5142857142857142,0.5142857142857142,-0.07530585442781018,-0.088515406162465
rf,y_XLK,1,35,0.010617186323307923,0.014042091692774069,-0.17828094561509444,0.4857142857142857,0.4857142857142857,-0.2681755032956769,-0.26134453781512607
rf,y_XLK,2,37,0.010902446053718222,0.0141944033389574,-0.09905402940638552,0.43243243243243246,0.43243243243243246,-0.16371493087171854,-0.11759127548601231
rf,y_XLK,3,34,0.010367091946965796,0.013833388226289173,-0.19983240390880885,0.4117647058823529,0.4117647058823529,-0.3951490313641972,-0.29258976317799845
rf,y_XLK,4,32,0.011691784337256522,0.014755525862411908,-0.1094578633759562,0.46875,0.46875,-0.18984531784504602,-0.20417888563049855
rf,y_XLK,5,28,0.010465534608886561,0.012713203237131232,-0.06949275548102096,0.4642857142857143,0.4642857142857143,-0.005792532656042623,-0.0481663929939792
rf,y_XLK,6,29,0.011735580647925622,0.014059273795805809,-0.07435737686186328,0.4482758620689655,0.4482758620689655,-0.013678847608481023,-0.03596059113300492
rf,y_XLK,7,30,0.011360883241894817,0.014534541644147523,-0.04209986947083988,0.43333333333333335,0.43333333333333335,-0.004576005297964428,-0.01757508342602892
