model,target,fold_id,n_samples,mae,rmse,r2,directional_accuracy,hit_rate,pearson,spearman
baseline_last,y_UUP,0,35,0.004241736609538682,0.005413146374796778,-0.9643844100756453,0.4,0.4,-0.14334852895336364,-0.07316646920603258
baseline_last,y_UUP,1,35,0.003742357363551875,0.004815234182518324,-1.0999269187830722,0.4,0.4,-0.12166206941213807,-0.049596020688301344
baseline_last,y_UUP,2,37,0.004968554997198313,0.007287144481905947,-1.7805861531503129,0.35135135135135137,0.35135135135135137,-0.43899739539624877,-0.2520024738815042
baseline_last,y_UUP,3,34,0.004609361741782131,0.007158491668228787,-1.5074091931158358,0.3235294117647059,0.3235294117647059,-0.43188083796049387,-0.24884039359870413
baseline_last,y_UUP,4,32,0.004947860549678988,0.007553731609961183,-1.3180593411283352,0.375,0.375,-0.32253474494585804,-0.10366905353461271
baseline_last,y_UUP,5,28,0.003587340162088948,0.004726546444032977,-0.34630956511677025,0.39285714285714285,0.39285714285714285,0.15764798330018812,0.2579753832299381
baseline_last,y_UUP,6,29,0.0038264761434436347,0.004725830144431002,-0.34676069054437386,0.3793103448275862,0.3793103448275862,0.20378105630574384,0.22797393557948875
baseline_last,y_UUP,7,30,0.004423088489073686,0.005152207191647365,-0.4501142254681636,0.3,0.3,0.14259362985377397,0.1749760707645905
baseline_last,y_UUP,8,34,0.0045589118854603835,0.005508306820406774,-0.41572188237733987,0.38235294117647056,0.38235294117647056,0.21588576953244984,0.22934170604059675
baseline_last,y_UUP,9,35,0.006265272726563799,0.008618838371262936,-0.7881337944342253,0.34285714285714286,0.34285714285714286,0.008751992177537702,0.04604685127638344
baseline_last,y_UUP,10,35,0.006571371495902783,0.008980538634033879,-0.7695351639781771,0.34285714285714286,0.34285714285714286,0.043273744633357834,0.060454148301509546
baseline_last,y_UUP,11,35,0.007516766350623048,0.00959033333212085,-0.9547805377336025,0.22857142857142856,0.22857142857142856,-0.0672176386958257,-0.10367603937688787
baseline_last,y_UUP,12,34,0.006407818220981308,0.007401049928920048,-1.1761032863102185,0.23529411764705882,0.23529411764705882,-0.1636381070947928,-0.12878404565741638
baseline_last,y_UUP,13,35,0.005636361742723309,0.0065700310518814215,-1.1843383016172875,0.2,0.2,-0.22189789362333848,-0.25493875008057176
baseline_last,y_UUP,14,34,0.004912914118819872,0.00586232143421074,-0.7630050315250179,0.3235294117647059,0.3235294117647059,-0.060002856569862664,-0.09632942319824
baseline_last,y_UUP,15,34,0.004628088615631037,0.005717206575725434,-0.7555545800371608,0.2647058823529412,0.2647058823529412,-0.14108538303330279,-0.2014870903716634
baseline_last,y_UUP,16,33,0.0046182979052151974,0.005690059788092566,-0.6936645701406612,0.30303030303030304,0.30303030303030304,-0.07364703639608039,-0.11007671877153938
baseline_last,y_UUP,17,33,0.004586872040910411,0.005658910829465192,-0.9463930006059886,0.24242424242424243,0.24242424242424243,-0.19272051532572138,-0.24676597126714686
baseline_last,y_UUP,18,34,0.003745225807610569,0.004787161365069083,-0.7181023787357614,0.3235294117647059,0.3235294117647059,0.04342075577721356,0.005998279556832233
baseline_last,y_UUP,19,35,0.003486258202263185,0.004447856004243247,-0.6880276026518077,0.34285714285714286,0.34285714285714286,0.08730405863656095,0.04860609183757352
baseline_last,y_UUP,20,34,0.003036829219133704,0.003672731461758063,-0.5749775706024418,0.3235294117647059,0.3235294117647059,0.17874054980097195,0.07756692832957283
baseline_last,y_UUP,21,29,0.003032753414636594,0.003581363221362356,-0.7859499505788703,0.3103448275862069,0.3103448275862069,0.04911539623630403,-0.030503431829132024
baseline_last,y_UUP,22,27,0.0028508585343188127,0.0033811647536286828,-0.20278836436010272,0.3333333333333333,0.3333333333333333,0.25869324472196376,0.1287537530907095
baseline_last,y_UUP,23,29,0.0037852343301974724,0.005419363266126166,-0.8291665793215621,0.27586206896551724,0.27586206896551724,-0.16354206589141557,-0.2658126394837622
