scope,model,target,strategy,cost_bps,best_by,best_threshold,metric_value,metric_at_threshold0
global,ridge,ALL,long_short,3.0,cum_return,0.005,-0.4842540161234298,-0.4904007020115399
global,ridge,ALL,long_short,3.0,sharpe,0.0005,-1.116859043561433,-1.121711630920541
per_target,baseline_last,y_BTC-USD,long_flat,3.0,cum_return,0.002,0.5143978766454107,0.4272256625006403
per_target,baseline_last,y_BTC-USD,long_flat,3.0,sharpe,0.002,0.4124292697910534,0.3626257838049581
per_target,baseline_last,y_BTC-USD,long_short,3.0,cum_return,0.0,-0.5571089818532615,-0.5571089818532615
per_target,baseline_last,y_BTC-USD,long_short,3.0,sharpe,0.0,-0.1688968789876078,-0.1688968789876078
per_target,baseline_last,y_GLD,long_flat,3.0,cum_return,0.003,0.477688048421762,0.0660956335895945
per_target,baseline_last,y_GLD,long_flat,3.0,sharpe,0.005,1.1752428647350806,0.2096642754292347
per_target,baseline_last,y_GLD,long_short,3.0,cum_return,0.005,0.2378338810816294,-0.4104895882303788
per_target,baseline_last,y_GLD,long_short,3.0,sharpe,0.005,0.5716307972744024,-0.8556831173083198
per_target,baseline_last,y_TLT,long_flat,3.0,cum_return,0.003,-0.1624187300539846,-0.3467074083608363
per_target,baseline_last,y_TLT,long_flat,3.0,sharpe,0.003,-0.8225042496659658,-1.7245388226934133
per_target,baseline_last,y_TLT,long_short,3.0,cum_return,0.003,-0.094899512473255,-0.4385268907874525
per_target,baseline_last,y_TLT,long_short,3.0,sharpe,0.003,-0.3063235080210021,-1.643642672421446
per_target,baseline_last,y_UUP,long_flat,3.0,cum_return,0.002,0.0407810439026128,-0.1635865773531851
per_target,baseline_last,y_UUP,long_flat,3.0,sharpe,0.002,0.3524645802294415,-1.1047227972496056
per_target,baseline_last,y_UUP,long_short,3.0,cum_return,0.002,-0.0992850542565917,-0.3878360442754168
per_target,baseline_last,y_UUP,long_short,3.0,sharpe,0.002,-0.5857061115058225,-2.3147501419159457
per_target,baseline_last,y_XLB,long_flat,3.0,cum_return,0.005,-0.2638269311469541,-0.286638705342771
per_target,baseline_last,y_XLB,long_flat,3.0,sharpe,0.0,-0.9631049803158866,-0.9631049803158866
per_target,baseline_last,y_XLB,long_short,3.0,cum_return,0.005,-0.5099767017087636,-0.5374744576234762
per_target,baseline_last,y_XLB,long_short,3.0,sharpe,0.0,-1.230875124757511,-1.230875124757511
per_target,baseline_last,y_XLC,long_flat,3.0,cum_return,0.005,0.1399145816529488,-0.1352880961128765
per_target,baseline_last,y_XLC,long_flat,3.0,sharpe,0.005,0.6196694202951915,-0.4078649557569151
per_target,baseline_last,y_XLC,long_short,3.0,cum_return,0.005,-0.1798243091437726,-0.3333213360134929
per_target,baseline_last,y_XLC,long_short,3.0,sharpe,0.005,-0.3735434919264584,-0.6643919899767968
per_target,baseline_last,y_XLE,long_flat,3.0,cum_return,0.002,0.4039049420262959,0.1674574609624575
per_target,baseline_last,y_XLE,long_flat,3.0,sharpe,0.002,0.8749091403653754,0.3901973518125606
per_target,baseline_last,y_XLE,long_short,3.0,cum_return,0.002,0.0526061161948923,-0.2155158416634861
per_target,baseline_last,y_XLE,long_short,3.0,sharpe,0.002,0.1785156744400989,-0.2285694164430366
per_target,baseline_last,y_XLF,long_flat,3.0,cum_return,0.005,0.1232822083376741,-0.1136427128946339
per_target,baseline_last,y_XLF,long_flat,3.0,sharpe,0.005,0.3992745137247609,-0.2707786937255648
per_target,baseline_last,y_XLF,long_short,3.0,cum_return,0.005,0.2947089062101038,-0.5853950756920026
per_target,baseline_last,y_XLF,long_short,3.0,sharpe,0.005,0.6312845402396478,-1.431458575933091
per_target,baseline_last,y_XLI,long_flat,3.0,cum_return,0.005,0.0626277565481454,-0.2198382068643815
per_target,baseline_last,y_XLI,long_flat,3.0,sharpe,0.005,0.2483418838956897,-0.6704979015560321
per_target,baseline_last,y_XLI,long_short,3.0,cum_return,0.005,-0.3580763095317079,-0.6345840668704295
per_target,baseline_last,y_XLI,long_short,3.0,sharpe,0.005,-0.7717693733145883,-1.6765686703418603
per_target,baseline_last,y_XLK,long_flat,3.0,cum_return,0.005,-0.193540392155383,-0.3071440943245356
per_target,baseline_last,y_XLK,long_flat,3.0,sharpe,0.005,-0.4288029131788593,-0.6499074858797684
per_target,baseline_last,y_XLK,long_short,3.0,cum_return,0.001,-0.5671861168102575,-0.6039899489463869
per_target,baseline_last,y_XLK,long_short,3.0,sharpe,0.001,-0.9181785515641936,-1.0206006454608425
per_target,baseline_last,y_XLP,long_flat,3.0,cum_return,0.005,-0.173726485398919,-0.2797885544427883
per_target,baseline_last,y_XLP,long_flat,3.0,sharpe,0.003,-0.8338688492216008,-1.2588242124858344
per_target,baseline_last,y_XLP,long_short,3.0,cum_return,0.005,-0.4090041626885528,-0.6098272277426724
per_target,baseline_last,y_XLP,long_short,3.0,sharpe,0.005,-1.5948972682175464,-2.4285417291767897
per_target,baseline_last,y_XLRE,long_flat,3.0,cum_return,0.005,-0.2388964953947323,-0.3448322193810074
per_target,baseline_last,y_XLRE,long_flat,3.0,sharpe,0.005,-1.2650429204659572,-1.5112697790028278
per_target,baseline_last,y_XLRE,long_short,3.0,cum_return,0.005,-0.4637190778211985,-0.6094044544486804
per_target,baseline_last,y_XLRE,long_short,3.0,sharpe,0.005,-1.54265033350647,-1.924861793363429
per_target,baseline_last,y_XLU,long_flat,3.0,cum_return,0.0,0.2171769775979508,0.2171769775979508
per_target,baseline_last,y_XLU,long_flat,3.0,sharpe,0.0,0.67031654762235,0.67031654762235
per_target,baseline_last,y_XLU,long_short,3.0,cum_return,0.005,-0.1716112035038138,-0.3176205309340297
per_target,baseline_last,y_XLU,long_short,3.0,sharpe,0.005,-0.5119482671586321,-0.7581890214463347
per_target,baseline_last,y_XLV,long_flat,3.0,cum_return,0.003,0.0300253088065269,-0.0293446794508205
per_target,baseline_last,y_XLV,long_flat,3.0,sharpe,0.003,0.1574496557870777,-0.0704919638875506
per_target,baseline_last,y_XLV,long_short,3.0,cum_return,0.0005,-0.0873204218175247,-0.0985330535053388
per_target,baseline_last,y_XLV,long_short,3.0,sharpe,0.0005,-0.1285602914723588,-0.1552619088566407
per_target,baseline_last,y_XLY,long_flat,3.0,cum_return,0.005,-0.2300728628505931,-0.4715454140115986
per_target,baseline_last,y_XLY,long_flat,3.0,sharpe,0.005,-0.6582886986829204,-1.3755171735860172
per_target,baseline_last,y_XLY,long_short,3.0,cum_return,0.002,-0.7005012293481594,-0.7960946366340104
per_target,baseline_last,y_XLY,long_short,3.0,sharpe,0.002,-1.705694349439866,-2.147887882167476
per_target,baseline_zero,y_BTC-USD,long_flat,3.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_BTC-USD,long_flat,3.0,sharpe,0.0,,
per_target,baseline_zero,y_BTC-USD,long_short,3.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_BTC-USD,long_short,3.0,sharpe,0.0,,
per_target,baseline_zero,y_GLD,long_flat,3.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_GLD,long_flat,3.0,sharpe,0.0,,
per_target,baseline_zero,y_GLD,long_short,3.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_GLD,long_short,3.0,sharpe,0.0,,
per_target,baseline_zero,y_TLT,long_flat,3.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_TLT,long_flat,3.0,sharpe,0.0,,
per_target,baseline_zero,y_TLT,long_short,3.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_TLT,long_short,3.0,sharpe,0.0,,
per_target,baseline_zero,y_UUP,long_flat,3.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_UUP,long_flat,3.0,sharpe,0.0,,
per_target,baseline_zero,y_UUP,long_short,3.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_UUP,long_short,3.0,sharpe,0.0,,
per_target,baseline_zero,y_XLB,long_flat,3.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLB,long_flat,3.0,sharpe,0.0,,
per_target,baseline_zero,y_XLB,long_short,3.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLB,long_short,3.0,sharpe,0.0,,
per_target,baseline_zero,y_XLC,long_flat,3.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLC,long_flat,3.0,sharpe,0.0,,
per_target,baseline_zero,y_XLC,long_short,3.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLC,long_short,3.0,sharpe,0.0,,
per_target,baseline_zero,y_XLE,long_flat,3.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLE,long_flat,3.0,sharpe,0.0,,
per_target,baseline_zero,y_XLE,long_short,3.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLE,long_short,3.0,sharpe,0.0,,
per_target,baseline_zero,y_XLF,long_flat,3.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLF,long_flat,3.0,sharpe,0.0,,
per_target,baseline_zero,y_XLF,long_short,3.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLF,long_short,3.0,sharpe,0.0,,
per_target,baseline_zero,y_XLI,long_flat,3.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLI,long_flat,3.0,sharpe,0.0,,
per_target,baseline_zero,y_XLI,long_short,3.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLI,long_short,3.0,sharpe,0.0,,
per_target,baseline_zero,y_XLK,long_flat,3.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLK,long_flat,3.0,sharpe,0.0,,
per_target,baseline_zero,y_XLK,long_short,3.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLK,long_short,3.0,sharpe,0.0,,
per_target,baseline_zero,y_XLP,long_flat,3.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLP,long_flat,3.0,sharpe,0.0,,
per_target,baseline_zero,y_XLP,long_short,3.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLP,long_short,3.0,sharpe,0.0,,
per_target,baseline_zero,y_XLRE,long_flat,3.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLRE,long_flat,3.0,sharpe,0.0,,
