target,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,directional_accuracy_mean,directional_accuracy_std,hit_rate_mean,hit_rate_std,pearson_mean,pearson_std,spearman_mean,spearman_std,n_folds,n_samples
y_BTC-USD,0.032257094645677775,0.006639346681697688,0.047188711231388104,0.014662729274457876,-3.987227820143915,3.7985152821178407,0.4673333333333333,0.04954907780283213,0.4673333333333333,0.04954907780283213,-0.0700374606396754,0.11726612348743468,-0.08484356765768272,0.09799821804001216,25,1500
y_GLD,0.018908848615964678,0.005350335536977389,0.025633390927588217,0.00764278296181457,-6.9302988280292945,6.523408428556269,0.44953465481761623,0.08408200157151234,0.44953465481761623,0.08408200157151234,-0.04741091972634787,0.19755771556554377,-0.06743090458259875,0.2095748854064971,25,823
y_TLT,0.02153563979889628,0.007929965422998309,0.03271685644158517,0.014410387643583725,-21.52171935838392,14.441282006836415,0.47005858264022565,0.09541985647949243,0.47005858264022565,0.09541985647949243,-0.06919531040155348,0.117131160081698,-0.09109691133578185,0.13376951483782804,25,823
y_UUP,0.009733744515288386,0.003927026325548239,0.013792546000198995,0.006464291128660483,-12.023891512303925,10.126001842745032,0.4499136453832195,0.07759784882360277,0.4499136453832195,0.07759784882360277,-0.08421476295685264,0.20364389234657904,-0.10024115031348008,0.21731216112563873,25,823
y_XLB,0.02701748590372951,0.008889522217595935,0.03884881002590486,0.01575371003030122,-18.753821087308843,21.363918772080673,0.451701231169791,0.11193518296807924,0.451701231169791,0.11193518296807924,-0.08237027578042819,0.20559818144503084,-0.11637823314259331,0.23004646027835707,25,823
y_XLC,0.02781224926198364,0.009623143470245645,0.04169159222526622,0.017587538263542233,-24.016192975137322,20.67314003168015,0.48086903015604837,0.10778813339175213,0.48086903015604837,0.10778813339175213,-0.04233158144858708,0.15174392442642193,-0.07863061969940671,0.1980162230757091,25,823
y_XLE,0.030820327663194657,0.010168724834125125,0.0410893134166333,0.013540812062964641,-8.763686467457752,4.982698977988488,0.5109376985781651,0.10438120076561691,0.5109376985781651,0.10438120076561691,0.037077043601244954,0.16903008340658415,0.04233143453768349,0.17016528773421266,25,823
y_XLF,0.025185656625954622,0.007659082345915569,0.03539647510951926,0.011397211366966769,-11.769828817148355,8.091093512745609,0.45726746910367594,0.09345289428065974,0.45726746910367594,0.09345289428065974,-0.07678213224155124,0.10369335542754549,-0.10172085434153029,0.15035092866361632,25,823
y_XLI,0.02298211034428564,0.008291132501747553,0.0324230395956207,0.013188948759475915,-12.067900637008279,10.931540118352448,0.4510578412571313,0.06736920330041657,0.4510578412571313,0.06736920330041657,-0.033136199057613475,0.16551130638036424,-0.07571970161636356,0.16360848050519203,25,823
y_XLK,0.03343025158350737,0.012050101263462676,0.04853768591021778,0.0192339565253146,-12.728141921784049,9.709676513308766,0.49513272134519604,0.08462782969079366,0.49513272134519604,0.08462782969079366,-0.039986566291373954,0.16348402962937028,-0.05935859507990908,0.1871322315039816,25,823
y_XLP,0.019045967256629694,0.005407681781674847,0.02770373794316648,0.009866999719371317,-16.758721116258258,16.168489273602876,0.46419318600099535,0.1178605647136392,0.46419318600099535,0.1178605647136392,-0.07914634029085622,0.1735492226231965,-0.09643521123671302,0.18219170579513683,25,823
y_XLRE,0.027179726509149457,0.009769932720422281,0.0406004331281908,0.014900362482781579,-20.278069395550535,15.262155340710413,0.45340067947218043,0.08725686008283455,0.45340067947218043,0.08725686008283455,-0.07810428521419777,0.09152142504043889,-0.12631446680793773,0.13573264780936423,25,823
y_XLU,0.022919269883447325,0.007094427113471893,0.034239048347122124,0.012944138194671067,-14.754279522931817,14.28175242753673,0.4606843954278031,0.07868855239360056,0.4606843954278031,0.07868855239360056,-0.03883849107147111,0.14490144625204185,-0.07569223253612513,0.17644950613032478,25,823
y_XLV,0.020313839072366408,0.006895009356069291,0.030095613915719976,0.012946307120322532,-13.23749826527516,13.025050080946242,0.47656575690703484,0.080239947003572,0.47656575690703484,0.080239947003572,-0.0059870797312230484,0.18253528927370716,-0.033845923346123075,0.1847969418801144,25,823
y_XLY,0.03383120675264456,0.009263374499243037,0.04889089318073542,0.014972330017371029,-15.5900146223616,10.405779950010961,0.46420670547394677,0.07412690543260689,0.46420670547394677,0.07412690543260689,-0.06621256653221153,0.11108595140495213,-0.061062849233909616,0.14817697883820388,25,823
AVG,0.024864894562181335,0.007930587071413033,0.03592320982659049,0.013300833703439973,-14.2120861564722,11.985633503947927,0.4668571287377575,0.0876250705800674,0.4668571287377575,0.0876250705800674,-0.051778461852179866,0.15321687378606058,-0.0750959857594981,0.17235481144161255,25,13022
