target,selected_model,selected_threshold,selected_strategy,reference_cost_bps,objective_metric,metric_value,baseline_model,baseline_metric_value,delta_vs_baseline
ALL,rf,0.0,long_flat,1.0,cum_return,0.2298042650519929,baseline_last,0.0231733892219621,0.20663087583003079
